id,name,description,location,start_on,estimated_completed_on,number_of_views,number_of_appearances,doctor_id,created_at,updated_at,archived,primary_contact_email,principal,active,longitude,latitude
4,Intranasal Cooling for Cluster Headache and Migraine (COOLHEAD),"This study will be looking at the clinical efficacy of using a intranasal evaporative cooling device in providing relief of the symptoms of migraine and cluster headache. It will involve using a nasal catheter to spray a liquid coolant into the nasal cavity where it evaporates and removes heat from the tissue, thereby cooling the tissue and the blood vessels which supply blood to the brain. This cooling effect will cause the blood vessels to constrict and it is thought that this may provide symptomatic relief in both these forms of headache. 10 migraine patients and 5 cluster headache patients will be enrolled in the study and will receive 10 treatments each, for a maximum of 20 minutes at a time. They will be monitored during the treatment and for two hours afterwards to assess headache severity and side effects. There will be a further follow up 2 months after the last treatment to assess for longer term side effects from the treatment.","Duke Regional Hospital, Durham, NC, United States",2015-11-25,2016-02-25,2,38,39,2015-03-29 22:45:53.544597,2015-03-30 12:00:09.68438,,jam@duke.com,Dr. Jackson Mixer,t,-78.9000668,36.0368528
1,Sumatriptan 4 mg Statdose in the Acute Treatment of Cluster Headache,This study's hypothesis is the 4mg StatDose sumatriptan is effective for the acute treatment of cluster headache and provides good safety and tolerability across multiple doses of the study medication as well as across multiple attacks of cluster headache. This study seeks to determine the safety and efficacy of the commercially available 4mg StatDose formulation of sumatriptan as an acute treatment of cluster headache. Patients are allowed to use repeated dose of the study medication for a given headache if they have had a partial response to the first dose. They may treat up to 3 attacks of cluster headache with the study medication. Safety assessment will be through adverse event reporting and physical examination. Patients with both episodic cluster headache as well as chronic cluster headache will be studied. Patients must either not have started preventive treatment for cluster headache or be on a stable dose of preventive medication.,"Duke Regional Hospital, Durham, NC, United States",2016-03-02,2016-06-01,2,36,39,2015-03-29 22:37:48.351697,2015-03-30 12:00:17.230793,,jam@duke.com,Dr. Jackson Mixer,t,-78.9000668,36.0368528
10,A Pilot Study of Demand Valve Oxygen Inhalation Therapy for Cluster Headache,"Cluster headache is a disorder marked by frequent attacks of short-lasting, severe, unilateral head pain with associated autonomic symptoms. It is the most severe head pain syndrome known. Currently, the two most common treatments for cluster headaches are inhaled oxygen and injectable sumatriptan. These treatments do not work for all cluster headache patients, and patients who smoke may eventually develop contraindication to triptans. New treatment options are needed.
An alternative method of oxygen delivery (as opposed to continuous flow) uses a demand valve that is controlled by respiration rate, allowing increased oxygen flow in response to increased demand. This system may be more efficacious at stopping a cluster headache attack than the currently prescribed oxygen delivery system.
This study will compare the effectiveness of oxygen delivered via demand valve versus continuous high flow oxygen via non-rebreather face mask in the acute treatment of a cluster headache attack. All patients will treat one cluster headache with each of the 2 treatment methods.","1701 Jefferson Street, Baltimore, MD, United States",2016-01-28,2016-02-26,1,31,52,2015-03-30 00:28:10.80492,2015-03-30 12:00:09.694607,,dsimon@johnshopkins.com,Dr. David Simon,t,-76.5939733,39.2962631
61,Lenalidomide in Acute Leukemias and Chronic Lymphocytic Leukemia.,"Lenalidomide has properties of thalidomide and appears to have some activity against cancer in laboratory tests. Researchers are still learning how lenalidomide works against cancer in patients. Some ways that this drug seems to produce anti-cancer effects include through stimulating the immune system and blocking blood vessels contributing to cancer growth. The current study will explore different dose levels in patients to gather more information about lenalidomide.
Purpose:
This study will assess the maximum tolerated dose of lenalidomide in patients with relapsed or refractory acute leukemias and chronic lymphocytic leukemias. Toxicity or side effects within patients will also be evaluated. Other purposes of this study include analyzing preliminary clinical activity, pharmacokinetics, and pharmacodynamics. Pharmacokinetics refers to the activity of drugs in the body over a period of time, including how drugs are absorbed, distributed, localized in tissues, and excreted. Pharmacodynamics refers to the bodily processes that lead the drug to effect cancer and other cellular components in the body.
Treatment:
Study participants will be given lenalidomide through intravenous infusions once every 28 days. A 28-day period constitutes a cycle. Since this study will assess the maximum tolerated dose of lenalidomide, some study participants will receive different amounts of this drug compared to others depending upon when each individual enrolls in the study. Each group of 3 to 6 study participants will receive a higher dose of lenalidomide until the maximum tolerated dose is established. Several tests will be performed throughout the study, including bone marrow biopsies. Imaging exams will be conducted as well. Treatments will be discontinued due to disease growth or intolerable adverse effects. Lenalidomide administration will be repeated for 12 or more cycles in patients that experience clinical benefit.","757 Westwood Plaza, Los Angeles, CA, United States",2015-10-20,2015-12-25,3,22,24,2015-03-30 02:52:04.414654,2015-03-30 06:19:02.902957,,cole@ucla.com,Dr. Colter Mixer,t,-118.4457428,34.0661172
59,Vaccine Therapy in Treating Patients With Chronic Phase Chronic Myelogenous Leukemia,"Determine the antileukemic effects of tumor-specific Breakpoint Cluster Region-Abelson Murine Leukemia(BCR-ABL) junction specific peptide vaccine, as measured by a decrease in circulating BCR-ABL transcripts by reverse-transcriptase polymerase chain reaction (RT-PCR), that persist for at least 3 months, in patients with chronic phase chronic myelogenous leukemia.
Determine the percentage of patients treated with this vaccine who become RT-PCR-negative for BCR-ABL transcripts.
Compare response in patients with B3A2 junctions vs B2A2 junctions when treated with this vaccine.
Determine the immunologic response over 1 year in patients treated with this vaccine.
Correlate response with specific HLA types in these patients.
Determine the safety of this vaccine in these patients.
OUTLINE: This is a pilot, multicenter study.
Patients receive BCR-ABL junction-specific peptide vaccine subcutaneously in weeks 2, 4, 6, 8, and 11 and then once monthly for 10 months.
BCR-ABL transcript levels are assessed by quantitative reverse-transcriptase polymerase chain reaction at baseline, weeks 2, 4, and 6, every 3 months during treatment, and then 2 weeks after completion of study treatment.",550 1st av,2015-10-21,2015-12-23,3,22,3,2015-03-30 02:47:24.528483,2015-03-30 06:19:02.907184,,dotcom@nyu.com,Dr. Grizz Dotcom,t,-81.8311358,30.5619961
14,Evaluation of Efficacity and Safety of Deep Brain Stimulation (DBS) in Chronic and Treatment-Resistant Cluster Headache(CH),"The aim of this study is to evaluate the efficacy and safety of deep brain stimulation (DBS) in chronic and treatment-resistant CH. Inclusion criteria are: patients with chronic CH (>3years), with daily attack and non response to adequate treatment. Electrodes are implanted stereotactically in the postero-inferior hypothalamus. In this crossover, randomized, placebo-controlled double-blinded study, the efficacy of DBS is evaluated using comparison of two one-month sequences: one with stimulation ""on"" and the other with stimulation ""off"" (placebo sequence). Efficacy is defined as ≥50% decrease of weekly frequency of CH attacks. After the randomized period, long-term efficacy and safety are evaluated after one year of stimulation in open conditions.","1211 Medical Center Drive, Nashville, TN, United States",2016-01-27,2016-04-27,2,32,90,2015-03-30 00:39:42.730469,2015-03-30 12:00:09.700649,,bman@vanderbilt.com,Dr. Aaron Berndston,t,-86.8017829,36.1413237
13,Prophylactic Treatment of Episodic Cluster Headache,"Cluster headache is an unilateral headache with periodic attacks, that usually lasts for 6 to 12 weeks. The pain is usually unbearable. The attacks are treated with injections of sumatriptan (migraine medication)and inhalation of oxygen.
The most common prophylactics today has limited effect and a risk of side effects.
Candesartan has in one study shown a clinically significant effect in migraine prophylaxis.
The angiotensin II receptor blocker, candesartan is well tolerated with side-effects not significantly different from placebo and with few drug interactions. We therefore wish to investigate the prophylactic effect in treatment of cluster in headache patients.
This will be a multicenter, double-blind, randomized, parallel study where the prophylactic effect of candesartan is compared to placebo in a period of 3 weeks. First week 16 mg and the following 2 weeks 32 mg.","1211 Medical Center Drive, Nashville, TN, United States",2015-12-31,2016-05-06,,30,90,2015-03-30 00:35:35.442876,2015-03-30 12:00:09.697934,,bman@vanderbilt.com,Dr. Aaron Berndston,t,-86.8017829,36.1413237
71,A Phase 2a Study to Investigate the Effects of Repeated Administration of AeroDerm in Subjects With Atopic Eczema,"The primary objective of this study is to investigate the effect of AERODERM (also known as pitrakinra, AER 001, BAY 16-9996) on Eczema Area and Severity Index (EASI) score in subjects with moderate to severe atopic eczema in a randomised, placebo controlled, parallel-group study with bid sc. dosing of AERODERM for 28 days","1701 Jefferson Street, Baltimore, MD, United States",2015-09-23,2015-10-01,,1,58,2015-03-30 03:16:49.594108,2015-03-30 07:01:35.065994,,smix@johnshopkins.com,Dr. Scott Mixer,t,-76.5939733,39.2962631
2,Civamide Nasal Solution for Cluster Headache (ECH),"This is a double-blind, randomized, vehicle-controlled, parallel-group, multi-center, phase III efficacy and safety study of civamide nasal solution 0.01% in the prevention of cluster headaches during an episodic cluster headache period. Approximately 180 subjects (about 90 per treatment group),will be enrolled and randomized to double-blind treatment with either civamide nasal solution 0.01% or vehicle solution at approximately 50 study sites with about 2-5 subjects randomized per enrolling site.
This study consists of four periods beginning with a Screening Period, lasting for a minimum of 1 day to a maximum of 12 months, during which a subject previously diagnosed with episodic cluster headaches is not experiencing cluster headaches and is awaiting the onset of their next episodic cluster headache period and subsequent enrollment. The Screening Period is followed by a 31-day study, consisting of a 3-day Baseline Period which may begin with the onset of an episodic cluster headache period and ends on the day prior to initiating treatment (Day -1). Subjects return for Visit 2 (Day 1, Pre-Dose) and the Treatment Period begins, consisting of seven (7) days of double-blind treatment. The Treatment Period is immediately followed by a twenty-one (21) day Post-Treatment Observation Period.","Duke Regional Hospital, Durham, NC, United States",2015-12-30,2016-03-31,4,36,39,2015-03-29 22:42:29.059985,2015-03-30 12:00:09.703032,,jam@duke.com,Dr. Jackson Mixer,t,-78.9000668,36.0368528
3,Botox Injection in Treatment of Cluster Headache,"Cluster headache is an intense and powerful, one-sided headache accompanied by involuntary symptoms such as red eye, droopy eyelids, flow of tears, small pupils and one-sided facial sweating. The headache is believed to be the most intense of all headaches and among many is totally disabling and of great personal and social consequences. For a small group of patients with episodic and most chronic form, drug therapy has little effect. For them, surgery can be a solution.
Neuroradiology has found evidence of a possible original activation of cluster headache from the portion of the brain called hypothalamus. Furthermore, an activation of the parasympathetic nervous system through the sphenopalatine ganglion, which may also explain some of the one-sided involuntary symptoms, is suspected in cluster headache. Injection of Botulinum toxin type A (BTA) inhibits secretion of synaptic acetylcholine resulting in nerve signals being blocked. The duration of such a blockade is believed to be 3-9 months.
The purpose of the present study is to develop and evaluate a new surgical procedure with injection of BTA for blocking of the sphenopalatine ganglion. The goal is to relieve the symptoms of refractory cluster headache with a minimal invasive procedure.
The main objective of the project is to determine the safety of BTA injection in the area of the sphenopalatine ganglion of refractory cluster headache and detect the adverse events. Secondary objectives are to identify the changes of headache attacks by the method used.","Duke Regional Hospital, Durham, NC, United States",2016-02-03,2016-07-27,1,36,39,2015-03-29 22:44:35.401319,2015-03-30 12:00:09.706414,,jam@duke.com,Dr. Jackson Mixer,t,-78.9000668,36.0368528
